Keyword ID,Date,Keyword,Keyword_ringtone,Keyword_WordCount,Headline,Headline_WordCount,Headline_Number,Headline_Readability,Line 1,Line 1_Time,Line1_WordCount,Line 2,Line 2_Action,Line2_WordCount,Line_2_Time,Impressions,Clicks,Clicks_b, Avg_CPC , Cost ,Position,actioncount,actioncount_b,revenue,Competition,Volume,KeywordinHeadline,KeywordinBody,CTR,Conversion,Headline_Specific,Profit,Profitability
9708,1/2/2007,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,227,14,1,0.8,11.23,4.32,0,0,0,0,2,0.333333333,0,0.061674009,0,1,-11.23,0
9710,1/2/2007,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Ultrasonic Mosquito Ringer Is Hot!,0,5,0,41,3,1,0.77,2.3,1.08,0,0,0,0,1,0.5,0,0.073170732,0,1,-2.3,0
9722,1/2/2007,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,16,2,1,0.61,1.22,1.05,0,0,0,0,1,0.5,0,0.125,0,1,-1.22,0
9724,1/2/2007,ringtones adults can't hear,1,4,Mosquito Ringtone,2,0,0,"Yeah, the one the adults can't hear",0,7,The one you are looking for.,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0.75,0,,1,0,0
9728,1/2/2007,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,29,1,1,0.3,0.3,1,1,1,14.6,0,0,0.25,0.75,0.034482759,1,1,14.3,1
9756,1/2/2007,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,98,15,1,0.42,6.34,1.66,0,0,0,0,2,1,1,0.153061224,0,1,-6.34,0
9788,1/2/2007,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,154,29,1,0.74,21.39,1.28,2,1,23.7,4,2,0.5,0.5,0.188311688,0.068965517,0,2.31,1
9789,1/2/2007,24 ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,13,3,1,0.68,2.03,1.48,0,0,0,4,2,0.5,0,0.230769231,0,0,-2.03,0
9792,1/2/2007,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,76,19,1,0.57,10.91,1.02,0,0,0,3,1,0.333333333,0,0.25,0,0,-10.91,0
9798,1/2/2007,24 ringer,0,2,Complimentary 24 Tones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,10,2,1,0.75,1.5,1.57,1,1,14.6,0,1,0.5,0.5,0.2,0.5,0,13.1,1
9800,1/2/2007,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,12,5,1,0.71,3.56,1.25,0,0,0,0,0,0.5,0.5,0.416666667,0,0,-3.56,0
9801,1/2/2007,24 ringers,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,8,5,1,0.78,3.92,1.93,0,0,0,0,0,0.5,0,0.625,0,0,-3.92,0
9802,1/2/2007,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,27,1,1,0.88,0.88,3.09,0,0,0,0,0,0.333333333,0,0.037037037,0,0,-0.88,0
9807,1/2/2007,ctu ringtone for,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,1,1,0.75,0.75,2.54,0,0,0,0,0,0.333333333,0.333333333,0.1,0,0,-0.75,0
9809,1/2/2007,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,2,1,0.8,1.59,1.08,1,1,13.7,0,0,0.666666667,0,0.25,0.5,0,12.11,1
9810,1/2/2007,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,20,4,1,0.74,2.97,1.65,0,0,0,0,1,0.333333333,0,0.2,0,0,-2.97,0
9814,1/2/2007,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,36,8,1,0.63,5.04,1.05,0,0,0,0,1,0.333333333,0,0.222222222,0,0,-5.04,0
9815,1/2/2007,24 tv show ringtone,0,4,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,0,0,0,0,2,0,0,0,0,0,0.25,0,0,,0,0,0
9823,1/2/2007,ringtones from 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,18,5,1,0.61,3.04,1.2,1,1,13.7,0,0,0.666666667,0,0.277777778,0.2,0,10.66,1
9825,1/2/2007,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,113,16,1,0.58,9.24,1.26,0,0,0,2,1,1,0.5,0.14159292,0,0,-9.24,0
9826,1/2/2007,download 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,14,3,1,0.76,2.29,1.18,0,0,0,0,1,0.333333333,0,0.214285714,0,0,-2.29,0
9829,1/2/2007,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,35,3,1,0.62,1.87,1.2,0,0,0,0,1,0.333333333,0.333333333,0.085714286,0,0,-1.87,0
9833,1/2/2007,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,25,4,1,0.66,2.62,1.02,0,0,0,0,2,0.5,0,0.16,0,0,-2.62,0
9838,1/2/2007,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,4,1,0.78,3.11,4.3,0,0,0,0,0,0.666666667,0,0.571428571,0,0,-3.11,0
9839,1/2/2007,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,476,62,1,0.65,40.05,1.9,3,1,42,2,2,1,0,0.130252101,0.048387097,0,1.95,1
9848,1/2/2007,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,19,5,1,0.82,4.08,2.33,0,0,0,0,0,0.333333333,0,0.263157895,0,0,-4.08,0
9850,1/2/2007,ringtone for 24,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,6,1,0.77,4.6,2.06,0,0,0,0,0,0.333333333,0,0.461538462,0,0,-4.6,0
9853,1/2/2007,24 telephone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,2,1,0.69,1.38,2,0,0,0,0,0,0.333333333,0,0.666666667,0,0,-1.38,0
9860,1/2/2007,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,56,8,1,0.72,5.72,1.3,0,0,0,0,1,1,0.333333333,0.142857143,0,0,-5.72,0
1591,1/3/2007,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones,0,4,Tones to Your Phone in 30 Seconds!,0,7,0,32,3,1,0.73,2.18,1.2,1,1,14.6,0,1,1,0.5,0.09375,0.333333333,0,12.42,1
1600,1/3/2007,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,15,1,1,0.88,0.88,1.16,0,0,0,0,0,0.75,0,0.066666667,0,1,-0.88,0
1683,1/3/2007,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,43,4,1,0.86,3.43,1.55,0,0,0,0,1,0.666666667,0,0.093023256,0,1,-3.43,0
1689,1/3/2007,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,4,1,1,0.86,0.86,1.5,1,1,10,2,0,1,0,0.25,1,1,9.14,1
1980,1/3/2007,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,4,1,1,0.82,0.82,1.5,0,0,0,2,0,0.8,0,0.25,0,0,-0.82,0
2324,1/3/2007,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,139,12,1,0.7,8.41,2.38,0,0,0,0,1,0.333333333,0,0.086330935,0,0,-8.41,0
2627,1/3/2007,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,28,1,1,0.7,0.7,1.8,0,0,0,0,0,0,0,0.035714286,0,0,-0.7,0
3039,1/3/2007,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,8,2,1,0.55,1.09,1.17,1,1,14.7,0,1,0.2,0,0.25,0.5,0,13.61,1
3360,1/3/2007,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,27,3,1,0.76,2.27,2.67,0,0,0,0,0,1,0,0.111111111,0,0,-2.27,0
8288,1/3/2007,Kid Rock Ringtones,1,3,Get Kid Rock Ring Tones,5,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Complimentary Ringtones at Da Bomb!,0,5,0,2,1,1,0.72,0.72,1,1,1,14.6,1,0,0.666666667,0,0.5,1,1,13.88,1
9409,1/3/2007,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,12,0,0,0,0,3.7,0,0,0,3,2,0,0,0,,0,0,0
9708,1/3/2007,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,211,18,1,0.82,14.81,4.98,0,0,0,0,2,0.333333333,0,0.085308057,0,1,-14.81,0
9710,1/3/2007,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,15,3,1,0.76,2.29,1.85,0,0,0,0,1,0.5,0,0.2,0,1,-2.29,0
9722,1/3/2007,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,29,1,1,0.72,0.72,1.25,0,0,0,0,1,0.5,0,0.034482759,0,1,-0.72,0
9724,1/3/2007,ringtones adults can't hear,1,4,Mosquito Ringtone,2,0,0,"Yeah, the one the adults can't hear",0,7,The one you are looking for.,0,6,0,14,2,1,0.42,0.83,1,0,0,0,0,0,0,0.75,0.142857143,0,1,-0.83,0
9728,1/3/2007,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Ultrasonic Mosquito Ringer Is Hot!,0,5,0,18,4,1,0.36,1.42,1,0,0,0,0,0,0.25,0.75,0.222222222,0,1,-1.42,0
9756,1/3/2007,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,67,6,1,0.38,2.3,2.07,1,1,14.6,0,2,1,1,0.089552239,0.166666667,1,12.3,1
9788,1/3/2007,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,182,28,1,0.68,18.95,1.37,1,1,13.7,4,2,0.5,0.5,0.153846154,0.035714286,0,-5.25,0
9789,1/3/2007,24 ringtone,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,48,1,1,0.64,0.64,1.17,0,0,0,4,2,0.5,0,0.020833333,0,0,-0.64,0
9792,1/3/2007,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,45,11,1,0.62,6.78,1.06,2,1,23.7,3,1,0.333333333,0,0.244444444,0.181818182,0,16.92,1
9798,1/3/2007,24 ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,4,1,0.75,2.98,1.48,0,0,0,0,1,0.5,0,0.4,0,0,-2.98,0
9800,1/3/2007,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,69,1,1,0.77,0.77,1.03,0,0,0,0,0,0.5,0.5,0.014492754,0,0,-0.77,0
9801,1/3/2007,24 ringers,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,0,0,0,0,1.17,0,0,0,0,0,0.5,0,0,,0,0,0
9802,1/3/2007,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,7,2,1,0.84,1.68,2.33,1,1,14.6,0,0,0.333333333,0,0.285714286,0.5,0,12.92,1
9807,1/3/2007,ctu ringtone for,0,3,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,0,0,0,0,2.58,0,0,0,0,0,0,0.333333333,0,,0,0,0
9809,1/3/2007,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,10,1,1,0.69,0.69,1.53,0,0,0,0,0,0.666666667,0.333333333,0.1,0,0,-0.69,0
9810,1/3/2007,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,3,1,0.81,2.43,1.96,0,0,0,0,1,0.333333333,0,0.230769231,0,0,-2.43,0
9814,1/3/2007,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,55,6,1,0.63,3.75,1.17,0,0,0,0,1,0.333333333,0,0.109090909,0,0,-3.75,0
9815,1/3/2007,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,22,2,1,0.63,1.26,1.86,0,0,0,0,0,0.25,0,0.090909091,0,0,-1.26,0
9823,1/3/2007,ringtones from 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,17,4,1,0.6,2.39,1,1,1,14.6,0,0,0.666666667,0,0.235294118,0.25,0,12.21,1
9825,1/3/2007,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,25,6,1,0.57,3.43,1.4,0,0,0,2,1,1,0.5,0.24,0,0,-3.43,0
9826,1/3/2007,download 24 ringtone,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,1,1,0.76,0.76,2,0,0,0,0,1,0.333333333,0,0.142857143,0,0,-0.76,0
9829,1/3/2007,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,25,4,1,0.68,2.71,1.06,0,0,0,0,1,0.333333333,0.333333333,0.16,0,0,-2.71,0
9833,1/3/2007,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,11,2,1,0.74,1.47,1.83,0,0,0,0,2,0.5,0,0.181818182,0,0,-1.47,0
9838,1/3/2007,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,4,0,0,0,0,3.33,0,0,0,0,0,0.666666667,0.333333333,0,,0,0,0
9839,1/3/2007,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,404,54,1,0.64,34.41,2.2,2,1,28.3,2,2,1,0,0.133663366,0.037037037,0,-6.11,0
9848,1/3/2007,24 ringtone verizon,0,3,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,11,0,0,0,0,2.66,0,0,0,0,0,0.333333333,0,0,,0,0,0
9850,1/3/2007,ringtone for 24,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,6,3,1,0.69,2.06,3.33,0,0,0,0,0,0.333333333,0,0.5,0,0,-2.06,0
9853,1/3/2007,24 telephone ringtone,0,3,24 CTU Ringtones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,1,1,0.87,0.87,1.25,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,-0.87,0
9860,1/3/2007,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,47,7,1,0.68,4.74,1.43,0,0,0,0,1,1,0.333333333,0.14893617,0,0,-4.74,0
1591,1/4/2007,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,34,3,1,0.67,2.01,1.15,0,0,0,0,1,1,0.5,0.088235294,0,0,-2.01,0
1600,1/4/2007,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,19,3,1,0.86,2.57,1.4,1,1,14.6,0,0,0.75,0,0.157894737,0.333333333,1,12.03,1
1683,1/4/2007,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,16,2,1,0.83,1.65,1.85,0,0,0,0,1,0.666666667,0,0.125,0,1,-1.65,0
1689,1/4/2007,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,22,2,1,0.84,1.68,1.07,0,0,0,2,0,1,0,0.090909091,0,1,-1.68,0
1980,1/4/2007,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,Hypnotize and Many More Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,4,1,1,0.85,0.85,1,1,1,13.7,2,0,0.8,0.2,0.25,1,0,12.85,1
2324,1/4/2007,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,116,15,1,0.67,10.06,1.91,3,1,41.1,0,1,0.333333333,0,0.129310345,0.2,0,31.04,1
2627,1/4/2007,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,3,1,0.62,1.87,1.78,0,0,0,0,0,0,0,0.230769231,0,0,-1.87,0
3039,1/4/2007,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,14,5,1,0.57,2.87,1.08,1,1,12.15,0,1,0.2,0,0.357142857,0.2,0,9.28,1
3360,1/4/2007,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,27,3,1,0.82,2.45,3.1,0,0,0,0,0,1,0,0.111111111,0,0,-2.45,0
8288,1/4/2007,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,10,2,1,0.68,1.35,1.8,0,0,0,1,0,1,0,0.2,0,1,-1.35,0
9409,1/4/2007,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,75,12,1,0.9,10.84,2.35,0,0,0,3,2,0,0,0.16,0,0,-10.84,0
9708,1/4/2007,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,275,28,1,0.84,23.46,4.95,1,1,14.6,0,2,0.333333333,0,0.101818182,0.035714286,1,-8.86,0
9710,1/4/2007,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,17,1,1,0.97,0.97,3.17,0,0,0,0,1,0.5,0,0.058823529,0,1,-0.97,0
9722,1/4/2007,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,39,1,1,0.66,0.66,1.45,0,0,0,0,1,0.5,0,0.025641026,0,1,-0.66,0
9724,1/4/2007,ringtones adults can't hear,1,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,16,3,1,0.54,1.62,1.02,0,0,0,0,0,0,0.75,0.1875,0,1,-1.62,0
9728,1/4/2007,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,35,3,1,0.42,1.26,1,0,0,0,0,0,0.25,0,0.085714286,0,1,-1.26,0
9756,1/4/2007,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,61,10,1,0.5,4.97,1.64,0,0,0,0,2,1,1,0.163934426,0,1,-4.97,0
9788,1/4/2007,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,187,21,1,0.71,14.89,1.35,2,1,24.6,4,2,0.5,0.5,0.112299465,0.095238095,0,9.71,1
9789,1/4/2007,24 ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,46,4,1,0.64,2.55,1.88,0,0,0,4,2,0.5,0,0.086956522,0,0,-2.55,0
9792,1/4/2007,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,50,17,1,0.64,10.92,1.19,2,1,24.6,3,1,0.333333333,0,0.34,0.117647059,0,13.68,1
9798,1/4/2007,24 ringer,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,0,0,0,0,1.33,0,0,0,0,1,0.5,0,0,,0,0,0
9800,1/4/2007,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,9,1,1,0.46,0.46,1.72,0,0,0,0,0,0.5,0.5,0.111111111,0,0,-0.46,0
9801,1/4/2007,24 ringers,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,1,1,0.85,0.85,1.5,0,0,0,0,0,0.5,0,0.333333333,0,0,-0.85,0
9802,1/4/2007,fox 24 ringtone,0,3,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,10,4,1,0.82,3.29,2.25,0,0,0,0,0,0.333333333,0,0.4,0,0,-3.29,0
9807,1/4/2007,ctu ringtone for,0,3,Complimentary 24 Tones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,11,1,1,0.68,0.68,4,0,0,0,0,0,0,0.333333333,0.090909091,0,0,-0.68,0
9809,1/4/2007,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,27,7,1,0.67,4.72,1.07,0,0,0,0,0,0.666666667,0,0.259259259,0,0,-4.72,0
9810,1/4/2007,24 theme ringtone,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,9,0,0,0,0,2,0,0,0,0,1,0.333333333,0,0,,0,0,0
9814,1/4/2007,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,39,12,1,0.57,6.85,1.34,0,0,0,0,1,0.333333333,0,0.307692308,0,0,-6.85,0
