acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog,buyer
56818,F,MD,21108,211,59,5,111,43,154,10,3,2,1,1,0,1,2,1.00
56819,F,NJ,7065,70,17,15,29,51,80,2,1,0,0,0,0,0,1,0.00
56820,M,NJ,8831,88,29,29,15,226,241,1,0,0,1,0,0,0,0,0.00
56821,M,MA,1701,17,15,1,42,75,117,4,1,1,2,0,0,0,0,0.00
56822,M,CT,6360,63,41,5,70,154,224,6,2,0,1,1,0,2,0,0.00
56823,F,NY,10510,105,7,7,15,285,300,1,0,0,1,0,0,0,0,0.00
56824,F,NY,10128,101,11,3,28,93,121,2,1,0,0,0,0,1,0,0.00
56825,F,NJ,7506,75,5,5,15,252,267,1,0,0,1,0,0,0,0,0.00
56826,F,NJ,7094,70,39,9,65,299,364,5,0,0,0,0,3,2,0,1.00
56827,M,PA,17032,170,17,1,49,56,105,4,0,1,1,0,1,1,0,0.00
56828,F,CT,6066,60,35,29,29,128,157,2,0,0,1,0,0,0,1,0.00
56829,F,NJ,7307,73,31,31,15,80,95,1,0,0,1,0,0,0,0,0.00
56830,F,PA,19094,190,11,11,15,280,295,1,1,0,0,0,0,0,0,0.00
56831,F,PA,15853,158,5,5,15,260,275,1,1,0,0,0,0,0,0,1.00
56832,F,PA,15342,153,5,5,15,274,289,1,0,0,0,0,1,0,0,0.00
56833,F,NJ,7009,70,23,11,32,165,197,3,2,1,0,0,0,0,0,0.00
56834,F,NY,11572,115,3,3,15,237,252,1,1,0,0,0,0,0,0,0.00
56835,M,NY,10469,104,35,9,129,231,360,12,3,2,2,2,2,0,1,0.00
56836,F,MA,2154,21,9,9,15,57,72,1,1,0,0,0,0,0,0,0.00
56837,M,NY,10573,105,13,13,15,50,65,1,0,0,0,0,0,1,0,1.00
56838,M,NJ,8031,80,49,11,79,237,316,7,5,0,0,0,1,1,0,0.00
56839,M,MA,1075,10,19,13,41,241,282,3,0,0,0,0,2,0,1,0.00
56840,M,NY,11209,112,39,7,117,101,218,10,0,2,2,2,2,1,1,0.00
56841,M,NY,10021,100,13,13,15,269,284,1,0,0,0,0,0,1,0,0.00
56842,M,RI,2840,28,11,11,15,123,138,1,0,0,0,0,0,0,1,0.00
56843,M,MD,21212,212,27,15,42,105,147,4,1,1,2,0,0,0,0,0.00
56844,F,NY,11355,113,9,3,28,69,97,2,0,0,0,0,1,1,0,0.00
56845,M,NY,11580,115,19,15,28,134,162,2,0,0,1,0,0,1,0,0.00
56846,F,NJ,7946,79,15,15,15,99,114,1,0,1,0,0,0,0,0,0.00
56847,F,NY,10301,103,49,7,88,303,391,8,2,0,3,0,2,1,0,1.00
56848,F,PA,17565,175,17,15,26,38,64,2,0,1,0,1,0,0,0,0.00
56849,F,NY,10536,105,15,15,15,210,225,1,0,0,0,1,0,0,0,0.00
56850,F,NJ,7410,74,37,29,25,187,212,2,1,0,1,0,0,0,0,0.00
56851,F,PA,19018,190,11,11,15,176,191,1,1,0,0,0,0,0,0,0.00
56852,M,MD,20759,207,31,3,62,78,140,6,3,0,2,1,0,0,0,0.00
56853,F,MA,2032,20,43,13,87,283,370,7,0,0,3,1,0,1,2,0.00
56854,F,NY,10595,105,15,9,29,118,147,2,1,0,0,0,0,0,1,0.00
56855,F,NY,10021,100,9,7,27,124,151,2,0,1,0,0,1,0,0,0.00
56856,M,NY,11563,115,11,11,15,206,221,1,0,0,0,0,0,0,1,0.00
56857,F,NY,11003,110,39,9,107,114,221,9,2,0,4,0,0,1,2,0.00
56858,M,PA,19090,190,13,11,29,45,74,2,0,0,0,0,1,0,1,0.00
56859,M,PA,19136,191,55,13,88,325,413,8,4,0,2,2,0,0,0,0.00
56860,F,MD,20772,207,9,9,15,122,137,1,0,0,0,0,0,1,0,0.00
56861,F,NJ,7733,77,5,3,29,54,83,2,0,1,0,0,0,0,1,0.00
56862,F,MD,20736,207,13,13,15,34,49,1,1,0,0,0,0,0,0,0.00
56863,M,NJ,7035,70,17,15,25,140,165,2,1,0,1,0,0,0,0,0.00
56864,M,VT,5641,56,29,23,29,56,85,2,0,0,0,0,0,1,1,0.00
56865,F,MD,20772,207,81,35,107,234,341,9,0,1,2,1,1,3,1,0.00
56866,F,NJ,7046,70,9,3,25,61,86,2,1,0,1,0,0,0,0,0.00
56867,F,PA,19147,191,13,13,15,299,314,1,1,0,0,0,0,0,0,0.00
56868,F,NJ,7018,70,33,1,130,316,446,11,4,0,2,1,1,1,2,0.00
56869,F,DC,20008,200,13,9,25,112,137,2,0,0,2,0,0,0,0,0.00
56870,F,NJ,7981,79,41,3,134,227,361,12,2,2,4,0,0,1,3,1.00
56871,M,NY,11703,117,35,9,58,241,299,5,1,0,1,0,2,1,0,1.00
56872,F,NY,10566,105,53,15,102,323,425,9,1,1,2,2,0,0,3,0.00
56873,M,NY,11787,117,21,5,64,166,230,6,1,1,2,2,0,0,0,0.00
56874,F,MD,20815,208,37,15,64,34,98,6,3,1,1,0,0,0,1,0.00
56875,M,PA,19128,191,33,1,132,310,442,12,3,1,3,1,2,1,1,0.00
56876,F,NY,10467,104,15,15,15,162,177,1,0,1,0,0,0,0,0,0.00
56877,M,MD,20901,209,21,13,26,186,212,2,0,1,0,1,0,0,0,0.00
56878,M,NY,13838,138,31,9,62,120,182,5,1,0,1,1,1,0,1,0.00
56879,F,PA,19111,191,39,13,89,158,247,8,3,0,2,1,0,1,1,0.00
56880,F,PA,19026,190,11,11,15,172,187,1,0,0,0,0,1,0,0,0.00
56881,F,CT,6109,61,17,17,15,131,146,1,1,0,0,0,0,0,0,0.00
56882,M,NY,10471,104,7,3,29,65,94,2,0,0,0,1,0,0,1,0.00
56883,M,NY,11362,113,33,33,15,234,249,1,0,1,0,0,0,0,0,0.00
56884,F,CT,6430,64,53,3,102,326,428,9,3,2,1,0,0,0,3,0.00
56885,F,MA,2172,21,39,11,56,313,369,5,1,0,3,0,0,1,0,1.00
56886,F,PA,19018,190,3,3,15,4,19,1,1,0,0,0,0,0,0,0.00
56887,M,PA,18955,189,15,7,27,284,311,2,0,0,1,0,1,0,0,0.00
56888,F,MA,1867,18,13,7,29,222,251,2,0,1,0,0,0,0,1,0.00
56889,F,NJ,8512,85,9,9,15,192,207,1,0,0,0,0,0,0,1,1.00
56890,F,NY,12077,120,31,31,15,61,76,1,0,0,0,0,0,1,0,0.00
56891,M,NY,11791,117,31,9,95,273,368,8,4,0,1,1,0,0,2,0.00
56892,M,NY,10547,105,29,13,72,43,115,6,2,0,0,1,2,0,1,1.00
56893,M,PA,19481,194,9,3,28,36,64,2,1,0,0,0,0,1,0,1.00
56894,F,NY,11429,114,13,13,15,72,87,1,1,0,0,0,0,0,0,0.00
56895,M,PA,18974,189,9,9,15,183,198,1,0,1,0,0,0,0,0,0.00
56896,F,NY,11501,115,15,15,15,31,46,1,1,0,0,0,0,0,0,0.00
56897,M,DE,19720,197,59,33,58,29,87,5,1,0,1,2,0,0,1,0.00
56898,F,NY,11040,110,19,15,29,276,305,2,0,0,0,0,0,0,2,0.00
56899,F,NY,10023,100,27,9,101,289,390,9,2,0,1,3,2,0,1,0.00
56900,F,NH,3449,34,79,29,110,87,197,10,3,0,3,1,1,2,0,1.00
56901,F,NY,11791,117,9,9,15,228,243,1,1,0,0,0,0,0,0,0.00
56902,M,NY,11030,110,13,11,25,15,40,2,1,0,1,0,0,0,0,1.00
56903,F,MD,21228,212,11,11,15,77,92,1,1,0,0,0,0,0,0,0.00
56904,F,NJ,8863,88,17,11,24,243,267,2,1,1,0,0,0,0,0,0.00
56905,F,MD,20815,208,17,17,15,2,17,1,0,1,0,0,0,0,0,0.00
56906,M,NY,10016,100,57,15,127,221,348,11,3,2,0,1,0,3,2,1.00
56907,F,MD,21030,210,35,35,15,219,234,1,1,0,0,0,0,0,0,0.00
56908,F,NY,11364,113,13,11,25,90,115,2,1,0,1,0,0,0,0,0.00
56909,M,PA,16801,168,53,9,118,275,393,10,1,0,2,3,1,1,2,0.00
56910,M,NY,11358,113,21,1,69,242,311,6,1,1,0,1,2,0,1,0.00
56911,F,PA,19031,190,5,5,15,47,62,1,0,0,0,0,0,0,1,0.00
56912,M,PA,15146,151,39,21,71,259,330,6,1,0,1,1,0,2,1,0.00
56913,M,NJ,8723,87,35,13,96,230,326,8,1,0,1,1,2,2,1,0.00
56914,M,NJ,8757,87,25,15,44,55,99,4,1,0,2,1,0,0,0,0.00
56915,M,PA,19114,191,19,13,27,69,96,2,1,0,0,0,1,0,0,0.00
56916,F,NJ,8075,80,13,13,15,271,286,1,0,0,0,0,0,0,1,0.00
56917,F,PA,17011,170,27,21,26,235,261,2,0,1,0,1,0,0,0,0.00
56918,M,NY,11730,117,17,13,29,17,46,2,0,0,0,0,1,0,1,0.00
56919,M,NY,11803,118,11,1,41,244,285,3,1,0,0,0,1,0,1,0.00
56920,F,NY,10952,109,47,21,59,27,86,5,1,0,2,0,1,0,1,0.00
56921,F,NJ,7202,72,23,23,15,179,194,1,0,0,1,0,0,0,0,0.00
56922,M,NJ,8833,88,15,11,25,276,301,2,0,1,1,0,0,0,0,0.00
56923,M,PA,18347,183,47,31,33,119,152,3,1,0,2,0,0,0,0,0.00
56924,F,MA,1038,10,11,11,15,190,205,1,0,0,1,0,0,0,0,0.00
56925,M,NJ,8805,88,1,1,15,97,112,1,1,0,0,0,0,0,0,0.00
56926,M,NJ,7016,70,27,13,33,145,178,3,1,0,2,0,0,0,0,0.00
56927,M,NJ,8083,80,15,9,25,260,285,2,1,0,1,0,0,0,0,0.00
56928,M,MD,21012,210,5,5,15,257,272,1,0,0,0,0,0,0,1,0.00
56929,F,PA,19010,190,7,3,28,22,50,2,0,1,0,0,0,1,0,0.00
56930,F,CT,6385,63,1,1,15,132,147,1,1,0,0,0,0,0,0,0.00
56931,F,NY,10466,104,9,9,15,2,17,1,0,1,0,0,0,0,0,0.00
56932,F,MD,21158,211,27,13,44,275,319,4,3,0,0,0,0,1,0,0.00
56933,F,MA,2030,20,11,11,15,25,40,1,0,0,0,0,0,1,0,0.00
56934,F,PA,18960,189,1,1,15,109,124,1,0,1,0,0,0,0,0,0.00
56935,F,CT,6708,67,69,5,140,41,181,12,3,1,3,0,2,1,2,0.00
56936,M,NJ,7716,77,35,1,137,100,237,12,1,1,4,2,0,3,1,1.00
56937,M,NY,11575,115,59,27,125,177,302,11,1,2,3,3,0,1,1,0.00
56938,M,NY,11733,117,39,31,50,209,259,4,1,0,1,1,0,0,1,0.00
56939,M,MA,1760,17,17,11,29,199,228,2,0,0,0,0,0,1,1,1.00
56940,F,NJ,8046,80,15,7,25,254,279,2,0,0,2,0,0,0,0,0.00
56941,M,NY,11214,112,23,7,50,66,116,4,0,0,1,1,0,1,1,0.00
56942,M,NJ,7068,70,17,7,52,52,104,5,1,2,2,0,0,0,0,0.00
56943,M,RI,2864,28,35,33,29,257,286,2,1,0,0,0,0,0,1,0.00
56944,F,NY,11354,113,29,21,24,175,199,2,1,1,0,0,0,0,0,0.00
56945,M,NY,10940,109,39,23,34,284,318,3,0,1,1,1,0,0,0,0.00
56946,M,NH,3275,32,7,7,15,1,16,1,0,0,0,0,0,0,1,0.00
56947,F,NJ,7755,77,7,5,29,152,181,2,1,0,0,0,0,0,1,0.00
56948,F,PA,15202,152,41,35,29,295,324,2,0,0,1,0,0,0,1,0.00
56949,F,NJ,7640,76,27,23,28,282,310,2,0,0,0,0,1,1,0,0.00
56950,M,NY,11372,113,61,25,81,84,165,8,3,1,3,1,0,0,0,0.00
56951,M,NY,11942,119,39,21,50,69,119,4,0,0,1,2,0,0,1,0.00
56952,F,NY,14223,142,17,15,28,259,287,2,0,0,1,0,0,1,0,0.00
56953,F,NY,11208,112,1,1,15,292,307,1,0,0,0,0,0,0,1,1.00
56954,F,CT,6076,60,35,15,50,167,217,4,0,0,1,0,1,2,0,0.00
56955,F,MA,2146,21,9,9,15,281,296,1,0,0,1,0,0,0,0,0.00
56956,F,ME,4064,40,17,11,27,196,223,2,0,1,0,0,1,0,0,0.00
56957,M,MD,21227,212,23,3,70,174,244,6,1,1,0,1,0,2,1,1.00
56958,F,CT,6791,67,63,13,117,276,393,11,2,1,4,1,3,0,0,0.00
56959,F,CT,6140,61,13,5,24,195,219,2,1,1,0,0,0,0,0,0.00
56960,M,NY,10032,100,77,21,128,301,429,11,2,1,1,0,2,3,2,0.00
56961,F,NY,14534,145,9,5,25,127,152,2,1,0,1,0,0,0,0,0.00
56962,F,PA,17972,179,13,13,15,7,22,1,1,0,0,0,0,0,0,0.00
56963,F,NJ,8757,87,3,1,28,269,297,2,1,0,0,0,0,1,0,0.00
56964,M,NJ,7860,78,35,35,15,222,237,1,1,0,0,0,0,0,0,0.00
56965,F,PA,15010,150,15,1,32,54,86,3,1,2,0,0,0,0,0,0.00
56966,F,NY,10701,107,9,5,29,68,97,2,0,0,0,0,1,0,1,0.00
56967,M,NJ,7410,74,9,1,25,80,105,2,1,0,1,0,0,0,0,0.00
56968,F,PA,19013,190,15,15,15,70,85,1,0,0,0,0,1,0,0,0.00
56969,F,MD,20815,208,9,9,15,66,81,1,1,0,0,0,0,0,0,0.00
56970,F,MD,21093,210,17,15,24,291,315,2,1,1,0,0,0,0,0,0.00
56971,M,NJ,7830,78,51,31,92,205,297,8,1,0,5,1,0,1,0,0.00
56972,F,NJ,8820,88,23,3,51,27,78,4,0,0,1,0,1,1,1,1.00
56973,M,NY,12077,120,15,15,15,53,68,1,0,0,0,0,0,0,1,0.00
56974,M,MA,1225,12,5,1,23,209,232,2,2,0,0,0,0,0,0,0.00
56975,F,NY,11701,117,29,7,90,248,338,8,2,1,1,0,1,0,3,0.00
56976,M,NY,11236,112,17,9,28,240,268,2,1,0,0,0,0,1,0,0.00
56977,F,CT,6790,67,13,11,26,211,237,2,1,0,0,1,0,0,0,0.00
56978,F,MA,2368,23,13,13,15,298,313,1,0,0,0,0,0,1,0,0.00
56979,F,NJ,8520,85,15,5,48,131,179,4,1,0,0,0,2,1,0,1.00
56980,M,NY,11797,117,19,13,27,235,262,2,0,0,1,0,1,0,0,0.00
56981,F,PA,15217,152,17,9,25,172,197,2,1,0,1,0,0,0,0,0.00
56982,F,PA,18951,189,15,15,15,197,212,1,0,0,1,0,0,0,0,0.00
56983,M,NY,10570,105,51,13,97,121,218,8,0,1,2,1,1,2,1,1.00
56984,M,NJ,8753,87,15,7,29,110,139,2,0,0,1,0,0,0,1,1.00
56985,M,NJ,8087,80,15,15,15,245,260,1,0,0,0,1,0,0,0,0.00
56986,F,NJ,7656,76,1,1,15,171,186,1,1,0,0,0,0,0,0,0.00
56987,F,NJ,7035,70,15,9,29,106,135,2,0,0,1,0,0,0,1,0.00
56988,F,MA,1906,19,25,17,29,286,315,2,1,0,0,0,0,0,1,0.00
56989,F,NY,10552,105,59,1,121,311,432,11,4,0,3,0,1,2,1,1.00
56990,M,NJ,8807,88,15,15,15,86,101,1,0,0,0,0,1,0,0,0.00
56991,F,PA,17023,170,9,5,28,152,180,2,0,0,0,0,0,2,0,1.00
56992,F,PA,15102,151,47,5,125,315,440,10,3,0,1,0,1,0,5,0.00
56993,M,MA,1453,14,11,9,27,287,314,2,0,1,0,0,1,0,0,0.00
56994,M,NY,11235,112,11,5,27,148,175,2,0,0,0,1,1,0,0,0.00
56995,F,NY,10573,105,43,29,62,107,169,5,0,0,3,0,0,1,1,0.00
56996,M,NJ,7405,74,5,3,29,138,167,2,0,1,0,0,0,0,1,1.00
56997,M,PA,18951,189,15,9,23,224,247,2,2,0,0,0,0,0,0,0.00
56998,F,PA,19342,193,19,11,25,101,126,2,1,0,1,0,0,0,0,0.00
56999,M,DC,20020,200,55,5,102,245,347,9,2,0,3,0,1,3,0,1.00
57000,F,NJ,7450,74,19,15,25,172,197,2,0,0,2,0,0,0,0,0.00
57001,M,CT,6877,68,9,1,25,90,115,2,0,1,1,0,0,0,0,0.00
57002,M,NY,11363,113,67,15,132,196,328,12,4,0,3,3,1,1,0,0.00
57003,F,NY,10306,103,11,11,15,230,245,1,1,0,0,0,0,0,0,1.00
57004,M,DE,19807,198,3,3,15,277,292,1,0,0,0,0,0,0,1,1.00
57005,M,NJ,8109,81,15,7,29,244,273,2,0,0,1,0,0,0,1,0.00
57006,M,PA,19073,190,27,11,63,208,271,5,1,0,1,1,0,1,1,0.00
57007,F,NJ,7747,77,35,35,15,196,211,1,0,0,0,0,0,1,0,0.00
57008,M,NY,11746,117,15,9,28,170,198,2,1,0,0,0,0,1,0,0.00
57009,M,NH,3060,30,33,7,57,91,148,5,2,1,0,1,0,0,1,0.00
57010,M,NJ,7046,70,17,3,44,200,244,4,1,0,2,1,0,0,0,0.00
57011,M,NJ,7083,70,29,9,45,195,240,4,1,1,0,0,0,2,0,0.00
57012,F,PA,17543,175,15,15,15,285,300,1,0,1,0,0,0,0,0,0.00
57013,M,MD,21205,212,33,13,49,149,198,4,1,0,0,0,1,0,2,0.00
57014,M,RI,2842,28,15,13,26,216,242,2,0,1,0,1,0,0,0,0.00
57015,M,PA,15229,152,15,11,23,123,146,2,2,0,0,0,0,0,0,0.00
57016,M,PA,15108,151,25,13,38,218,256,3,0,0,0,2,1,0,0,0.00
57017,F,NY,11581,115,11,11,15,17,32,1,0,0,0,0,1,0,0,0.00
57018,M,PA,19406,194,21,9,44,166,210,4,1,0,2,1,0,0,0,0.00
57019,M,NY,14607,146,13,9,27,208,235,2,0,1,0,0,1,0,0,0.00
57020,F,PA,19115,191,17,11,28,179,207,2,0,1,0,0,0,1,0,0.00
57021,F,MD,21136,211,61,13,107,101,208,9,1,0,2,1,1,1,3,0.00
57022,M,NJ,7306,73,3,1,28,270,298,2,0,0,0,1,0,1,0,0.00
57023,F,NY,10994,109,13,13,15,268,283,1,0,0,1,0,0,0,0,0.00
57024,F,NJ,7740,77,11,11,15,99,114,1,0,0,0,0,1,0,0,0.00
57025,M,DE,19901,199,39,25,36,115,151,3,2,0,0,0,0,1,0,0.00
57026,F,NJ,8831,88,27,27,15,167,182,1,0,1,0,0,0,0,0,0.00
57027,M,NY,10465,104,41,13,69,307,376,6,0,1,1,3,0,1,0,0.00
57028,M,NY,11377,113,11,5,29,78,107,2,0,0,1,0,0,0,1,0.00
57029,F,NJ,7901,79,17,11,25,276,301,2,0,1,1,0,0,0,0,0.00
57030,M,NJ,7042,70,33,33,15,96,111,1,0,0,0,1,0,0,0,0.00
57031,F,MD,20723,207,13,9,23,218,241,2,2,0,0,0,0,0,0,0.00
57032,F,NY,11747,117,49,31,92,110,202,8,1,1,1,2,0,0,3,0.00
57033,F,NY,11795,117,5,5,15,116,131,1,0,0,1,0,0,0,0,0.00
57034,M,NJ,8046,80,17,13,25,163,188,2,1,0,1,0,0,0,0,0.00
57035,M,NY,11235,112,13,7,29,135,164,2,0,0,0,1,0,0,1,0.00
57036,F,MD,20904,209,81,31,105,77,182,9,1,1,3,0,1,1,2,0.00
57037,F,NY,11229,112,17,9,46,291,337,4,0,2,1,0,1,0,0,0.00
57038,F,MD,21227,212,23,21,29,91,120,2,0,1,0,0,0,0,1,0.00
57039,M,NY,11937,119,29,13,67,166,233,6,1,1,1,2,0,0,1,0.00
57040,F,NY,11414,114,39,35,26,5,31,2,0,0,0,2,0,0,0,0.00
57041,M,PA,18426,184,19,15,28,73,101,2,0,0,1,0,0,1,0,0.00
57042,F,NJ,8752,87,31,3,92,271,363,8,0,3,4,0,0,0,1,0.00
57043,M,MD,21208,212,33,29,29,151,180,2,0,0,1,0,0,0,1,0.00
57044,M,NY,11791,117,85,31,125,180,305,11,2,1,1,3,1,1,2,0.00
57045,M,PA,19145,191,39,5,136,298,434,12,5,0,1,3,0,3,0,0.00
57046,F,PA,19115,191,27,5,124,281,405,11,3,3,2,0,0,2,1,0.00
57047,F,MA,1876,18,27,5,61,32,93,5,2,0,1,0,0,0,2,1.00
57048,M,NY,13108,131,37,23,33,89,122,3,2,0,1,0,0,0,0,0.00
57049,F,NY,11767,117,15,15,15,124,139,1,0,1,0,0,0,0,0,0.00
57050,F,NJ,8610,86,7,7,15,178,193,1,0,0,1,0,0,0,0,0.00
57051,F,MA,1803,18,3,3,15,37,52,1,0,0,0,1,0,0,0,0.00
57052,F,NY,10023,100,55,9,116,247,363,10,1,1,2,0,2,3,1,1.00
57053,F,MA,2112,21,31,27,27,272,299,2,0,0,0,1,1,0,0,0.00
57054,M,NY,10011,100,47,15,71,299,370,6,1,0,1,2,0,1,1,0.00
57055,M,NJ,7628,76,11,11,15,255,270,1,0,0,0,0,0,1,0,1.00
57056,M,MD,20710,207,15,1,43,72,115,4,1,1,0,1,0,1,0,0.00
57057,F,NJ,8003,80,27,27,15,146,161,1,1,0,0,0,0,0,0,0.00
57058,F,NJ,7960,79,13,13,15,8,23,1,1,0,0,0,0,0,0,0.00
57059,M,PA,17046,170,23,9,42,49,91,4,2,1,1,0,0,0,0,0.00
57060,M,NJ,8869,88,47,11,98,187,285,8,1,0,1,1,1,0,4,0.00
57061,F,NY,11235,112,9,3,26,188,214,2,1,0,0,1,0,0,0,0.00
57062,F,NJ,7006,70,7,7,15,61,76,1,0,0,0,1,0,0,0,0.00
57063,M,NY,12887,128,15,15,15,40,55,1,0,0,1,0,0,0,0,0.00
57064,F,NJ,8721,87,15,15,15,9,24,1,1,0,0,0,0,0,0,0.00
57065,F,NJ,7753,77,23,7,36,83,119,3,1,1,0,0,1,0,0,0.00
57066,M,PA,19380,193,29,15,36,57,93,3,1,0,0,0,0,1,1,0.00
57067,F,VT,5677,56,9,9,15,92,107,1,0,0,0,0,0,1,0,0.00
57068,M,NY,11717,117,29,13,62,13,75,5,1,1,0,1,0,1,1,0.00
57069,F,MD,20878,208,19,13,28,291,319,2,0,0,0,0,1,1,0,0.00
57070,F,NY,14228,142,13,13,15,132,147,1,0,1,0,0,0,0,0,0.00
57071,F,NJ,7444,74,11,7,25,188,213,2,0,1,1,0,0,0,0,0.00
57072,F,NJ,7481,74,31,13,56,51,107,5,2,1,1,0,0,0,1,0.00
57073,F,NY,11570,115,13,9,29,92,121,2,1,0,0,0,0,0,1,0.00
57074,M,NY,11229,112,27,23,29,9,38,2,0,0,1,0,0,0,1,0.00
57075,M,MA,1945,19,9,9,15,231,246,1,0,0,0,0,0,0,1,0.00
57076,F,NJ,8034,80,9,3,24,139,163,2,1,1,0,0,0,0,0,0.00
57077,F,PA,19114,191,5,5,15,9,24,1,1,0,0,0,0,0,0,0.00
57078,F,NY,11417,114,17,15,28,93,121,2,0,0,0,0,1,1,0,0.00
57079,F,RI,2891,28,21,15,28,197,225,2,0,0,1,0,0,1,0,0.00
57080,F,PA,19012,190,25,25,15,260,275,1,1,0,0,0,0,0,0,0.00
57081,F,NJ,8724,87,27,23,29,137,166,2,0,0,0,0,0,1,1,0.00
57082,F,PA,19057,190,3,1,28,144,172,2,0,1,0,0,0,1,0,0.00
57083,M,NJ,8628,86,17,11,29,108,137,2,0,0,0,1,0,0,1,0.00
57084,F,PA,19114,191,9,9,15,235,250,1,0,0,0,0,1,0,0,0.00
57085,F,NJ,7946,79,1,1,15,211,226,1,0,0,0,1,0,0,0,0.00
57086,F,NY,11714,117,29,11,45,152,197,4,1,0,3,0,0,0,0,0.00
57087,F,NY,11754,117,25,15,40,194,234,3,0,0,0,1,1,1,0,0.00
57088,M,NJ,7627,76,73,7,128,74,202,11,1,1,2,2,2,2,1,0.00
57089,F,NY,11210,112,13,7,29,103,132,2,0,0,0,0,0,0,2,0.00
57090,M,PA,19082,190,35,13,47,54,101,4,0,1,1,0,1,1,0,0.00
57091,F,MD,21047,210,7,7,15,298,313,1,0,0,0,0,0,0,1,0.00
57092,F,PA,17349,173,53,29,83,316,399,7,1,0,1,1,1,2,1,0.00
57093,M,PA,19116,191,37,15,131,218,349,11,3,0,2,1,0,2,3,1.00
57094,F,PA,19103,191,17,9,29,215,244,2,1,0,0,0,0,0,1,1.00
57095,M,NY,11374,113,49,23,62,77,139,6,3,1,1,0,1,0,0,0.00
57096,F,MD,21050,210,15,15,15,149,164,1,0,0,1,0,0,0,0,0.00
57097,F,CT,6902,69,15,15,15,254,269,1,0,0,1,0,0,0,0,0.00
57098,F,NJ,7439,74,5,3,27,114,141,2,1,0,0,0,1,0,0,0.00
57099,F,NJ,7010,70,13,13,15,17,32,1,1,0,0,0,0,0,0,0.00
57100,M,NY,11362,113,27,15,33,234,267,3,1,0,1,1,0,0,0,0.00
57101,M,NY,14626,146,33,29,29,247,276,2,0,0,0,0,0,0,2,0.00
57102,F,NJ,7601,76,15,15,15,20,35,1,0,0,1,0,0,0,0,0.00
57103,F,CT,6716,67,3,3,15,147,162,1,0,0,0,0,0,0,1,0.00
57104,F,NY,10475,104,21,17,26,13,39,2,1,0,0,1,0,0,0,0.00
57105,F,MA,2369,23,73,25,100,303,403,8,0,0,4,1,1,1,1,0.00
57106,F,MA,1077,10,11,11,15,269,284,1,0,0,0,1,0,0,0,0.00
57107,F,NY,11742,117,11,7,29,75,104,2,0,0,0,0,1,0,1,0.00
57108,M,NJ,8001,80,13,11,24,108,132,2,0,2,0,0,0,0,0,0.00
57109,M,CT,6704,67,49,15,71,78,149,6,1,0,1,1,0,1,2,0.00
57110,F,NJ,8034,80,15,11,25,168,193,2,1,0,1,0,0,0,0,0.00
57111,F,NY,11040,110,23,1,99,242,341,9,2,1,3,1,0,0,2,0.00
57112,F,RI,2921,29,13,13,15,237,252,1,0,0,0,0,0,1,0,0.00
57113,M,NY,11362,113,33,5,114,255,369,10,2,0,4,2,1,0,1,0.00
57114,M,MA,1827,18,7,7,15,187,202,1,0,1,0,0,0,0,0,0.00
57115,M,DC,20018,200,17,9,26,193,219,2,1,0,0,1,0,0,0,0.00
57116,M,NJ,7070,70,17,15,25,247,272,2,0,0,2,0,0,0,0,0.00
57117,M,NY,10013,100,13,13,15,111,126,1,0,0,1,0,0,0,0,0.00
57118,F,NY,11225,112,25,25,15,37,52,1,0,1,0,0,0,0,0,0.00
57119,M,NJ,7666,76,31,15,45,125,170,4,2,0,1,0,1,0,0,0.00
57120,F,NJ,7626,76,7,5,25,69,94,2,1,0,1,0,0,0,0,0.00
57121,M,NY,11355,113,31,13,66,219,285,6,1,2,0,2,1,0,0,0.00
57122,F,NY,11374,113,7,1,28,272,300,2,0,0,0,0,1,1,0,0.00
57123,F,MD,21030,210,13,13,15,90,105,1,0,0,0,1,0,0,0,0.00
57124,F,NY,10007,100,29,21,27,38,65,2,0,0,0,1,1,0,0,0.00
57125,M,NY,14214,142,9,9,15,286,301,1,0,0,0,1,0,0,0,0.00
57126,M,MA,1004,10,11,9,29,91,120,2,0,1,0,0,0,0,1,0.00
57127,F,NJ,7112,71,7,7,15,69,84,1,1,0,0,0,0,0,0,0.00
57128,F,NJ,8757,87,69,29,102,300,402,10,4,1,3,0,2,0,0,0.00
57129,M,MA,1701,17,27,9,32,243,275,3,1,2,0,0,0,0,0,0.00
57130,F,RI,2879,28,9,9,15,233,248,1,0,0,1,0,0,0,0,0.00
57131,M,NY,11218,112,7,3,29,243,272,2,1,0,0,0,0,0,1,0.00
57132,M,NY,11691,116,45,15,87,190,277,7,0,0,1,2,2,1,1,0.00
57133,F,NY,11229,112,17,17,15,107,122,1,0,0,1,0,0,0,0,0.00
57134,M,NJ,7652,76,3,3,15,8,23,1,0,0,0,1,0,0,0,0.00
57135,F,PA,17756,177,49,3,94,295,389,8,1,1,1,2,0,1,2,0.00
57136,F,NJ,8505,85,15,11,29,79,108,2,0,1,0,0,0,0,1,0.00
57137,F,PA,18067,180,15,9,25,23,48,2,1,0,1,0,0,0,0,0.00
57138,F,MA,1902,19,27,1,76,154,230,7,3,0,1,1,2,0,0,0.00
57139,F,NJ,8723,87,11,9,29,91,120,2,0,0,0,1,0,0,1,0.00
